OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS,SHAPE
3458434,04092030567,Jerk Man Island Cuisine #2 (WCID #865),11016 Capital BLVD ,,Wake Forest,NC,27587,(919) 737-5958,2022/03/10 05:00:00+00,Mobile Food Units,23684,-78.53774541,35.94776496,M,
3458435,04092018818,LaQuinta RDU Food Service,1001 Hospitality CT,,MORRISVILLE,NC,27560,(919) 461-1771,2022/03/11 05:00:00+00,Restaurant,23685,-78.81641325,35.85962807,M,
3458436,04092018821,Jara Cafe,8300 Health Park RD ,Suite 101,RALEIGH,NC,27615,(919) 803-8703,2022/03/15 04:00:00+00,Restaurant,23691,-78.65910504,35.89591665,M,
3458437,04092025427,Jet's Pizza NC05,8365 Creedmoor RD ,,RALEIGH,NC,27613,(919) 845-3337,2022/03/15 04:00:00+00,Food Stand,23692,-78.68223246,35.90105464,M,
3458438,04092018816,Park Alumni Center,2450 ALUMNI DR,,RALEIGH,NC,27606,(919) 515-0554,2022/03/16 04:00:00+00,Restaurant,23694,-78.67973754,35.762815,M,
3458439,04092018826,Flying Biscuit,9400 BRIER CREEK PKWY,Suite 101,RALEIGH,NC,27617,(984) 219-2323,2022/03/16 04:00:00+00,Restaurant,23696,-78.79921509,35.90279248,M,
3458440,04092018823,Fiction Coffee,4509 CREEDMOOR RD,Suite 104,RALEIGH,NC,27612,(919) 867-0129,2022/03/16 04:00:00+00,Restaurant,23697,-78.68316687,35.8427619,M,
3458441,04092018824,Primo Hoagies,141 PARK AT NORTH HILLS ST,Suite 111,RALEIGH,NC,27609,(919) 917-7111,2022/03/16 04:00:00+00,Restaurant,23695,-78.63883981,35.83739883,M,
3458442,04092018820,a'Verde,2300 WALNUT ST,,CARY,NC,27518,,2022/03/15 04:00:00+00,Restaurant,23699,-78.74213502,35.7538261,M,
3458443,04092018822,Sost Glenwood,3800 GLENWOOD AVE,Suite 110,RALEIGH,NC,27612,(919) 977-3025,2022/03/16 04:00:00+00,Restaurant,23700,-78.66651263,35.83176516,M,
3458444,04092018825,Cow Bar Burgers & Fries #2,201 PARK AT NORTH HILLS ST,Suite 100,RALEIGH,NC,27609-5991,(919) 917-7302,2022/03/16 04:00:00+00,Restaurant,23698,-78.63674547,35.836788,M,
3458445,04092018828,Anise Pho,222 GLENWOOD AVE ,Suite 113,RALEIGH,NC,27603,(714) 815-2980,2022/03/17 04:00:00+00,Restaurant,23707,-78.64697296,35.78363334,M,
3458446,04092018827,Margarita House Bar & Grill,190 WAKELON ST,,ZEBULON,NC,27597,(919) 404-8616,2022/03/17 04:00:00+00,Restaurant,23708,-78.31858232,35.83228581,M,
3458447,04092018829,Korean Kitchen,2101 S. Main ST ,Suite 100,WAKE FOREST,NC,27587,(919) 261-8181,2022/03/18 04:00:00+00,Restaurant,23709,-78.53310175,35.94801797,M,
3458448,04092025428,Dabbing Chicken,321 S Salem ST ,,APEX,NC,27502,(919) 228-0747,2022/03/18 04:00:00+00,Food Stand,23710,-78.85351949,35.7272386,M,
3458449,04092018830,Bellini LLC,7256 GB ALFORD HWY,,HOLLY SPRINGS,NC,27540,(919) 552-0303,2022/03/18 04:00:00+00,Restaurant,23711,-78.83292633,35.63499737,M,
3458450,04092040396,Munchiez Hotdogs & Concessions (WCID #876),150 Fayetteville ST ,,RALEIGH,NC,27601,(919) 521-1091,2022/03/18 04:00:00+00,Pushcarts,23713,-78.63970739,35.7787201,M,
3458451,04092018831,El Patio Bar & Grill,7810 Target  CIR ,Suite101,RALEIGH,NC,27616,(919) 300-6217,2022/03/04 05:00:00+00,Restaurant,23715,-78.57108515,35.86643206,M,
3458452,04092030569,The Blue Window (WCID #866),2411 E Millbrook  RD ,#106,RALEIGH,NC,27604,(984) 900-1676,2022/03/18 04:00:00+00,Mobile Food Units,23712,-78.59474248,35.84866623,M,
3458453,04092018832,Big Al's BBQ & Catering,950 Gateway Commons CIR ,,WAKE FOREST ,NC,27587,(919) 418-6374,2022/03/11 05:00:00+00,Restaurant,23716,-78.49517643,35.96733271,M,
3458454,04092018833,Taco Bell #47,951 Gateway Commons CIR ,,WAKE FOREST,NC,27587,(984) 401-0422,2022/03/15 04:00:00+00,Restaurant,23717,-78.49152933,35.96738646,M,
3458455,04092018837,Alpaca Peruvian Charcoal Chicken,6000 VILLAGE PARK DR,,KNIGHTDALE,NC,27545,(919) 295-1066,2022/03/23 04:00:00+00,Restaurant,23734,-78.49906376,35.79778882,M,
3458456,04092018836,Chic-fil-A #04822,7740 FAYETTEVILLE RD,,RALEIGH,NC,27603,,2022/03/23 04:00:00+00,Restaurant,23735,-78.69716847,35.66774012,M,
3458457,04092018835,Brookside Bodega,1000 BROOKSIDE DR ,Suite 119,RALEIGH,NC,27604,(919) 977-9004,2022/03/22 04:00:00+00,Restaurant,23731,-78.62465289,35.79244258,M,
3458458,04092018839,Marco's Pizza #8524,6820 GLENWOOD AVE,110,RALEIGH,NC,27612,(919) 916-2200,2022/03/23 04:00:00+00,Restaurant,23736,-78.71079236,35.86271633,M,
3458459,04092018838,BEP Vietnamese Kitchen,300 S MAIN ST,124,HOLLY SPRINGS,NC,27540,(919) 285-2477,2022/03/23 04:00:00+00,Restaurant,23737,-78.83425908,35.64817337,M,
3458460,04092030572,Beefy Buns 2 (WCID #677),2201 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 638-1572,2022/03/24 04:00:00+00,Mobile Food Units,23739,-78.63902823,35.7520526,M,
3458461,04092030571,Tacos Mama Chava #3 (WCID #844),4524 wake forest RD ,,RALEIGH,NC,27609,(919) 518-6710,2021/10/08 04:00:00+00,Mobile Food Units,23738,-78.60995698,35.8419524,M,
3458462,04092018840,Taqueria El Toro #2,3600 JUNCTION BLVD,,RALEIGH,NC,27603,(919) 661-5676,2022/03/28 04:00:00+00,Restaurant,23749,-78.6584509,35.73079494,M,
3458463,04092018841,Bibibop,2007 WALNUT ST,104,CARY,NC,27518,(984) 240-7156,2022/03/28 04:00:00+00,Restaurant,23748,-78.74088654,35.75779318,M,
3458464,04092018845,Lunchbox Deli,"2816 Trawick Rd, Ste 105",,RALEIGH,NC,27604,(919) 872-7882,2022/03/30 04:00:00+00,Restaurant,23754,-78.59041041,35.81946241,M,
3458465,04092018844,Bronco Tacos,3434 EDWARDS MILL RD,Suite 114,RALEIGH,NC,27612-4276,(919) 594-1719,2022/03/30 04:00:00+00,Restaurant,23755,-78.70344887,35.82691391,M,
3458466,04092018843,Taco Bell #37833(090),8255 FAYETTEVILLE RD,,RALEIGH,NC,27603,(984) 261-1310,2022/03/30 04:00:00+00,Restaurant,23756,-78.7015238,35.6620792,M,
3458467,04092025431,Aramark - Truist,3201 BEECHLEAF CT,,RALEIGH,NC,27604,,2022/03/30 04:00:00+00,Food Stand,23759,-78.6096344,35.82150432,M,
3458468,04092018842,Cravin' Confections,3612 ROGERS BRANCH RD ,Suite 106,WAKE FOREST,NC,27587-6150,(919) 435-0002,2022/03/30 04:00:00+00,Restaurant,23757,-78.50628751,35.94278947,M,
3458469,04092025432,Doak Field at Dail Park NCSU Baseball 1st Base Concession,1081 VARSITY  DR ,,RALEIGH,NC,27607,(919) 730-5187,2022/02/18 05:00:00+00,Food Stand,23774,-78.67872347,35.78447993,M,
3458470,04092030575,Luxury Franks (WCID #870),1600 Olive Chapel RD ,,APEX,NC,27502,(501) 779-5032,2022/03/30 04:00:00+00,Mobile Food Units,23760,-78.89057874,35.73813869,M,
3458471,04092025433,Doak Field at Dail Park NCSU Baseball 3rd Base Concession,1081 VARSITY  DR ,,RALEIGH,NC,27607,(919) 730-5187,2022/02/18 05:00:00+00,Food Stand,23775,-78.67872347,35.78447993,M,
3458472,04092018849,Fine Folk,2409 CRABTREE BLVD,100,RALEIGH,NC,27604,(919) 338-2066,2022/04/04 04:00:00+00,Restaurant,23776,-78.61383257,35.80541224,M,
3458473,04092018848,Chick-Fil-A #2181,801 VILLAGE WALK DR,,HOLLY SPRINGS,NC,27540,(919) 567-0060,2022/04/04 04:00:00+00,Restaurant,23777,-78.83458935,35.63921896,M,
3458474,04092018847,Starbucks MacGregor Village,101 EDINBURGH SOUTH DR,,CARY,NC,27511,(919) 205-4456,2022/04/05 04:00:00+00,Restaurant,23797,-78.79806693,35.73669743,M,
3458475,04092018850,Tap Station,320 S SALEM ST,,APEX,NC,27502,(919) 355-2023,2022/04/07 04:00:00+00,Restaurant,23804,-78.85435308,35.72763486,M,
3458476,04092018852,Bombay Curry,13220 STRICKLAND RD,Suite 167,RALEIGH,NC,52132-7613,(919) 615-3040,2022/04/08 04:00:00+00,Restaurant,23805,-78.72593594,35.90878681,M,
3458477,04092018851,The Cambridge Village at Brier Creek,7901 T W ALEXANDER DR,,RALEIGH,NC,27617,(919) 808-1380,2022/04/08 04:00:00+00,Restaurant,23806,-78.78145533,35.9187774,M,
3458478,04092030576,Levy's Jerkstand (WCID #869),2201 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 637-8218,2022/04/07 04:00:00+00,Mobile Food Units,23807,-78.63902823,35.7520526,M,
3458479,04092110545,Herbert Akins Middle School Cafeteria,2255 HERBERT AKINS RD,,FUQUAY VARINA,NC,27526,(919) 694-8300,2022/04/07 04:00:00+00,Public School Lunchrooms,23808,-78.80360244,35.62112846,M,
3458480,04092030577,Tacos Placeros El Gallardo (WCID #871),10125 DIVISION DR ,,RALEIGH,NC,27603,(919) 587-4793,2022/04/11 04:00:00+00,Mobile Food Units,23813,-78.71143305,35.63398146,M,
3458481,04092025434,Paco's Pizza,3325 Rogers RD ,Unit 101,WAKE FOREST,NC,27587,(919) 523-5670,2022/04/05 04:00:00+00,Food Stand,23810,-78.51408375,35.95072814,M,
3458482,04092110546,West Millbrook Middle School Cafeteria,8115 STRICKLAND RD,,RALEIGH,NC,27615,(919) 870-4050,2022/04/13 04:00:00+00,Public School Lunchrooms,23824,-78.63205979,35.89273906,M,
3458483,04092018853,Naga's South Indian Cuisine,1000 LOWER SHILOH WAY ,STE 106,MORRISVILLE,NC,27560,(919) 748-3152,2022/04/18 04:00:00+00,Restaurant,23828,-78.8472274,35.86545974,M,
3458484,04092025435,Domino's #8932,115 Parkside Valley DR ,suite 20,MORRISVILLE,NC,27560,(919) 897-8800,2022/04/07 04:00:00+00,Food Stand,23829,-78.85684582,35.83930801,M,
3458485,04092018855,Cheeni Indian Food Emporium,1141 Falls River  AVE ,,RALEIGH,NC,27614,(919) 438-1468,2022/04/11 04:00:00+00,Restaurant,23830,-78.58877607,35.90718422,M,
3458486,04092018854,Kaze,1251 Timber DR E ,,GARNER,NC,27529,(919) 329-6789,2022/04/07 04:00:00+00,Restaurant,23831,-78.57611001,35.68797311,M,
3458487,04092018846,A Slice of NY Pizza,8301 Brier Creek PKY ,STE 107,RALEIGH,NC,27617,(919) 889-5600,2022/04/20 04:00:00+00,Restaurant,23834,-78.78334835,35.9068519,M,
3458488,04092018856,Randy's Pizza - Holly Springs,634 Holly Spring RD ,,HOLLY SPRINGS,NC,27540,(919) 567-0505,2022/04/22 04:00:00+00,Restaurant,23837,-78.824804,35.65380862,M,
3458489,04092018858,The SpiceCubed Group/Chef Mario,2610 Wycliff RD ,Ste 23,RALEIGH,NC,27607,(919) 523-2786,2022/04/27 04:00:00+00,Restaurant,23844,-78.69062278,35.81786883,M,
3458490,04092018859,The Creative Cup,113 N Arendell AVE ,Suite 101,ZEBULON,NC,27597,(919) 404-8565,2022/04/18 04:00:00+00,Restaurant,23845,-78.31322598,35.82163948,M,
3458491,04092018857,Assaggio's Italian Bistro,3501 W Millbrook RD ,,RALEIGH,NC,27613,(919) 785-2088,2022/04/27 04:00:00+00,Restaurant,23843,-78.71057387,35.86327265,M,
3458492,04092018860,Champa Thai & Sushi Restaurant,8521 Brier Creek PKY ,STE 119,RALEIGH,NC,27617,(919) 806-0078,2022/05/02 04:00:00+00,Restaurant,23854,-78.78334835,35.9068519,M,
3458493,04092018864,Moe's Southwest Grill - Cary,127 Weston PKY ,,CARY,NC,27513,(919) 678-8444,2022/05/03 04:00:00+00,Restaurant,23856,-78.77115668,35.82699559,M,
3458494,04092018819,Pizza Pit,5335 Raynor  RD ,,RALEIGH,NC,27529,(919) 662-9101,2022/03/11 05:00:00+00,Restaurant,23689,-78.5509444,35.67533837,M,
3458495,04092030578,Unforgettable Eats (WCID #872),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 914-1021,2022/05/04 04:00:00+00,Mobile Food Units,23861,-78.63902823,35.7520526,M,
3458496,04092050032,Cardinal Charter Academy at Wendell Falls Cafeteria,6041 TAYLOR RD,,WENDELL,NC,27591,(919) 752-8870,2022/05/10 04:00:00+00,Private School Lunchrooms,23882,-78.42929721,35.77693658,M,
3458497,04092018867,Bosphorus Restaurant,329 N Harrison AVE ,,CARY,NC,27513,(919) 460-1300,2022/05/11 04:00:00+00,Restaurant,23885,-78.78373893,35.78994983,M,
3458498,04092018862,12 Ji Hot Pot,4075  Davis DR ,,MORRISVILLE,NC,27560,(919) 987-7836,2022/05/02 04:00:00+00,Restaurant,23887,-78.85811524,35.8356255,M,
3458499,04092018861,Feng Cha,3037 Village Market PL ,,MORRISVILLE,NC,27560,(984) 333-0783,2022/05/02 04:00:00+00,Restaurant,23886,-78.81801181,35.80705683,M,
3458500,04092018868,Benelux Coffee,402 Oberlin RD ,Unit 118,RALEIGH,NC,27605,(919) 900-8294,2022/05/11 04:00:00+00,Restaurant,23893,-78.66234255,35.78976083,M,
3458501,04092018869,Moe's Southwest Grill - West Cary,5020 Arco ST ,,CARY,NC,27519,(919) 230-1720,2022/05/12 04:00:00+00,Restaurant,23896,-78.88191823,35.83348308,M,
3458502,04092018870,Marco's Pizza #8188,3625 ROGERS RD ,STE 106,WAKE FOREST,NC,27587,(919) 717-9205,2022/05/13 04:00:00+00,Restaurant,23905,-78.50332084,35.94520904,M,
3458503,04092030579,BiscuitYo (WCID #875),1600 OLIVE CHAPEL RD ,,APEX,NC,27502,(919) 457-3883,2022/05/13 04:00:00+00,Mobile Food Units,23906,-78.89057874,35.73813869,M,
3458504,04092018871,SUYU SUSHI,301 N SALEM ST ,,APEX,NC,27502,(919) 302-5827,2022/05/16 04:00:00+00,Restaurant,23908,-78.85047017,35.73305294,M,
3458505,04092018872,Marco's Pizza #8486,7500 RAMBLE WAY ,Suite 115,RALEIGH,NC,27616,(919) 825-1812,2022/05/16 04:00:00+00,Restaurant,23911,-78.53751091,35.87630472,M,
3458506,04092018873,Marco's Pizza #8072,1141 FALLS RIVER AVE ,STE 108,RALEIGH,NC,27614,(919) 847-7775,2022/05/16 04:00:00+00,Restaurant,23912,-78.58877607,35.90718422,M,
3458507,04092018874,Chick-Fil-A #1218,411 COLONADES WAY,,CARY,NC,27518,(919) 816-8222,2022/05/20 04:00:00+00,Restaurant,23916,-78.7769391,35.74057794,M,
3458508,04092018875,Pho Vietnam,1284 Buck Jones RD ,,RALEIGH,NC,27606,(919) 655-5665,2022/05/23 04:00:00+00,Restaurant,23917,-78.74214486,35.76637009,M,
3458509,04092018877,Paleteria Monarca Michocana,3901 Capital  BLVD ,,RALEIGH,NC,27604,(919) 491-1161,2022/05/20 04:00:00+00,Restaurant,23918,-78.58517482,35.8349864,M,
3458510,04092018878,Poki Bowl,1898 S Franklin  ST ,Ste-110,WAKE FOREST,NC,27587,(919) 587-1897,2022/05/23 04:00:00+00,Restaurant,23919,-78.50941468,35.95135713,M,
3458511,04092018880,Dunkin #362565,994 HIGH HOUSE RD,,CARY,NC,27513-3575,(984) 364-9618,2022/05/25 04:00:00+00,Restaurant,23931,-78.82691634,35.78842126,M,
3458512,04092018881,Roots Grill & Bar,962-B Airport BLVD ,,MORRISVILLE,NC,27560,,2022/05/26 04:00:00+00,Restaurant,23932,-78.82039891,35.85719025,M,
3458513,04092018882,Hibachi Japan,7216 GB Alford HWY ,,HOLLY SPRINGS,NC,27540,(919) 557-7216,2022/06/02 04:00:00+00,Restaurant,23940,-78.83292633,35.63499737,M,
3458514,04092018883,Armando's Pizza,103  N Arendell  AVE ,,ZEBULON,NC,27597,(919) 646-0042,2022/06/02 04:00:00+00,Restaurant,23941,-78.31306199,35.82139623,M,
3458515,04092018885,Bruegger's Bagels #4127,10750 Wakefield Commons DR ,Suite 111,RALEIGH,NC,27614,(919) 453-2700,2022/06/03 04:00:00+00,Restaurant,23943,-78.54122916,35.94195239,M,
3458516,04092018888,Starbucks,4109 WAKE FOREST RD,,RALEIGH,NC,27609,(984) 292-0090,2022/06/07 04:00:00+00,Restaurant,23947,-78.61355673,35.83796708,M,
3458517,04092018887,Bazil Indian Cuisine,6602 GLENWOOD AVE,,RALEIGH,NC,27612,(919) 307-3034,2022/06/07 04:00:00+00,Restaurant,23948,-78.70776162,35.86036632,M,
3458518,04092018886,Paragon Theater,21 FENTON MAIN ST,110,CARY,NC,27511,(919) 473-9676,2022/06/07 04:00:00+00,Restaurant,23957,-78.75946535,35.78159001,M,
3458519,04092025438,Steve's Place,6320 Capital  BLVD ,,RALEIGH,NC,27616,(919) 872-2222,2022/06/13 04:00:00+00,Food Stand,23962,-78.57847149,35.87073431,M,
3458520,04092018890,Cook Out #305,4001 JONES SAUSAGE RD,,GARNER,NC,27529,,2022/06/13 04:00:00+00,Restaurant,23963,-78.57906091,35.72566318,M,
3458521,04092018891,Springhill Suites Kitchen,1100 MARCO DR,,APEX,NC,27502,(919) 335-0135,2022/06/14 04:00:00+00,Restaurant,23964,-78.83908833,35.71725828,M,
3458522,04092018892,Bambu,90 CORNERSTONE DR,,CARY,NC,27519,(984) 465-0254,2022/06/14 04:00:00+00,Restaurant,23965,-78.85232883,35.79108618,M,
3458523,04092025440,Crepe Time Catering @ TKA,2161 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 377-9447,2022/06/15 04:00:00+00,Food Stand,23966,-78.63902823,35.7520526,M,
3458524,04092018893,Golden Corral #950,3551 GRENELLE ST ,,RALEIGH,NC,27603,(919) 772-6603,2022/06/09 04:00:00+00,Restaurant,23970,-78.65223464,35.73188419,M,
3458525,04092025441,The Butcher's Market Heritage,1898 S Franklin  ST ,,WAKE FOREST,NC,27587,(919) 263-9367,2022/05/20 04:00:00+00,Food Stand,23971,-78.50941468,35.95135713,M,
3458526,04092018876,Mason's Famous Lobster Rolls,302 COLONADES WAY,210,CARY,NC,27518-1608,,2022/05/23 04:00:00+00,Restaurant,23920,-78.77756452,35.73853427,M,
3458527,04092018894,Scooters Grill and Bar,1911 Sego CT ,,RALEIGH,NC,27616-2967,(919) 954-2171,2022/06/22 04:00:00+00,Restaurant,23976,-78.60143149,35.85143932,M,
3458528,04092030582,Mr. Burro (WCID #880),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 998-9582,2022/06/23 04:00:00+00,Mobile Food Units,23980,-78.63902823,35.7520526,M,
3458529,04092018895,Subway #33002,7106 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 261-0406,2022/06/23 04:00:00+00,Restaurant,23977,-78.49110777,35.79651208,M,
3458530,04092030581,Hot Box Pizza (WCID #877),2161 S Wilmington  ST ,,RALEIGH,NC,27603,(919) 886-2200,2022/06/23 04:00:00+00,Mobile Food Units,23981,-78.63902823,35.7520526,M,
3458531,04092018896,Bussin Pizza,3209 Hillsborough ST ,,RALEIGH,NC,27607,(919) 900-8317,2022/06/24 04:00:00+00,Restaurant,23983,-78.67978737,35.79046367,M,
3458532,04092018897,Empanadas & More,2107 Grace Park  DR ,,MORRISVILLE,NC,27560,(919) 377-0137,2022/06/24 04:00:00+00,Restaurant,23984,-78.84652233,35.821117,M,
3458533,04092018898,Kongfu Dumplings,4224 NW Cary PKY ,,CARY,NC,27513,,2022/06/27 04:00:00+00,Restaurant,23988,-78.82751593,35.79057967,M,
3458534,04092025439,Main Street Tacos,3400 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 557-0231,2022/06/28 04:00:00+00,Food Stand,23989,-78.72363495,35.62414438,M,
3458535,04092018900,Starbuck's #65867,7860 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(984) 292-1179,2022/07/01 04:00:00+00,Restaurant,24012,-78.69788238,35.66728061,M,
3458536,04092018899,The Grind,1305 E WILLIAMS ST,,APEX,NC,27502,(919) 372-8007,2022/06/29 04:00:00+00,Restaurant,23994,-78.84062784,35.71592594,M,
3458537,04092040397,Chicago J Hotdogs #2 (WCID #881),10125 DIVISION DR ,,RALEIGH,NC,27603,(919) 986-1699,2022/07/01 04:00:00+00,Pushcarts,24014,-78.71143305,35.63398146,M,
3458538,04092030583,Tacos Mi Rachito (WCID #882),9629 Bitter Mellon DR ,,ANGIER,NC,27501,(919) 454-6199,2022/07/01 04:00:00+00,Mobile Food Units,24013,-78.74798646,35.53954423,M,
3458539,04092018901,Sushi One,8470 Honeycutt  RD ,Suite 100,RALEIGH,NC,27616,(919) 615-3209,2022/07/05 04:00:00+00,Restaurant,24015,-78.62166264,35.89510631,M,
3458540,04092030584,Green Onions Bistro (WCID #846),1600 OLIVE CHAPEL RD ,Ste 728,APEX,NC,27502,(850) 264-3684,2022/07/07 04:00:00+00,Mobile Food Units,24060,-78.89057874,35.73813869,M,
3458541,04092018902,Hartura,12239 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 488-4048,2022/07/08 04:00:00+00,Restaurant,24132,-78.54067857,35.97989629,M,
3458542,04092025442,Tacos El Patron 323,111 SEABOARD AVE ,122,RALEIGH,NC,27604,(919) 686-1178,2022/07/08 04:00:00+00,Food Stand,24133,-78.64016631,35.78861051,M,
3458543,04092018904,Miso Ramen Bar,2409 CRABTREE BLVD,Suite 104,RALEIGH,NC,27604-4547,(919) 307-3032,2022/07/14 04:00:00+00,Restaurant,24208,-78.61383257,35.80541224,M,
3458544,04092030585,Taqueria El Chapin (WCID #878),744 E CHATHAM ST ,"A &amp; B",CARY,NC,27511,(919) 539-0843,2022/07/08 04:00:00+00,Mobile Food Units,24134,-78.7669176,35.79077934,M,
3458545,04092018903,Hardee's #1205,2304 GORMAN ST,,RALEIGH,NC,27606,(919) 233-8287,2022/07/14 04:00:00+00,Restaurant,24209,-78.69461129,35.76740727,M,
3458546,04092018905,Amitie Macaron,227 FAYETTEVILLE ST,Suite 101,RALEIGH,NC,27601,(919) 615-2023,2022/07/14 04:00:00+00,Restaurant,24210,-78.63872597,35.77738717,M,
3458547,04092025443,Seasoned w/Soul @ Hubb Kitchen,1129 CORPORATION ,Suite 199,RALEIGH,NC,27610,,2022/07/14 04:00:00+00,Food Stand,24211,-78.56954858,35.79505358,M,
3458548,04092025444,Essence n Soul @ Hubb Kitchen,1129 CORPORATION PKWY,Suite 199,RALEIGH,NC,27610,,2022/07/14 04:00:00+00,Food Stand,24212,-78.56954858,35.79505358,M,
3458549,04092025445,7-11 Convenience Store,4245 LOUISBURG RD,,RALEIGH,NC,27604,(919) 501-3619,2022/07/14 04:00:00+00,Food Stand,24213,-78.57668924,35.84204232,M,
3458550,04092018907,Neomonde Mediterranean,3817 Beryl RD ,,RALEIGH,NC,27607-5244,(919) 828-1628,2022/07/14 04:00:00+00,Restaurant,24214,-78.69018863,35.79325476,M,
3458551,04092018910,Big Air,6421 HILBURN DR ,,RALEIGH,NC,27613,(919) 999-3200,2022/07/14 04:00:00+00,Restaurant,24216,-78.71681146,35.86750298,M,
3458552,04092018906,Crosstown Pub,154 E CHATHAM ST,,CARY,NC,27511,(919) 650-2853,2022/07/14 04:00:00+00,Restaurant,24215,-78.77962669,35.78718751,M,
3458553,04092018908,Red Hot & Blue Park West,1000 MARKET CENTER DR ,,MORRISVILLE,NC,27560,(919) 278-7990,2022/07/14 04:00:00+00,Restaurant,24218,-78.81670042,35.80776192,M,
3458554,04092018909,Guasaca,913 SPRING FOREST RD ,100,RALEIGH,NC,27609-9119,(919) 803-6539,2022/07/14 04:00:00+00,Restaurant,24217,-78.62235847,35.86797165,M,
3458555,04092018911,Elle Et Moi Cuisine,6109 Rock Quarry RD ,,RALEIGH,NC,27610,(704) 689-2882,2022/07/15 04:00:00+00,Restaurant,24220,-78.54853184,35.72427852,M,
3458556,04092018912,Raleigh Brewing,2036 RENAISSANCE PARK PL,,CARY,NC,27513,(919) 371-5280,2022/07/15 04:00:00+00,Restaurant,24221,-78.77115668,35.82699559,M,
3458557,04092030586,Javy's Deleite (WCID #883),2161 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 291-1030,2022/07/15 04:00:00+00,Mobile Food Units,24222,-78.63902823,35.7520526,M,
3458558,04092018913,Golden China,2432 SW Cary PKY ,,CARY,NC,27513,(919) 380-7891,2022/07/18 04:00:00+00,Restaurant,24223,-78.82085568,35.76364284,M,
3458559,04092018915,El Amigo Mexican Restaurant,404 W Chatham ST ,,CARY,NC,27511,(919) 317-0016,2022/07/22 04:00:00+00,Restaurant,24230,-78.7884575,35.78704359,M,
3458560,04092018916,Bojangles #54,3900 NC 55 HWY,,CARY,NC,27519,(919) 234-1118,2022/07/22 04:00:00+00,Restaurant,24269,-78.87283731,35.81923759,M,
3458561,04092025447,Crisp Salad,4325 Glenwood AVE ,Suite 2045,RALEIGH,NC,27612,(919) 641-4708,2022/07/25 04:00:00+00,Food Stand,24284,-78.67900996,35.83931725,M,
3458562,04092030587,Danita's Kitchen (WCID #884),2411 E Millbrook  RD ,,RALEIGH,NC,27604,(919) 637-0809,2022/07/22 04:00:00+00,Mobile Food Units,24270,-78.59474248,35.84866623,M,
3458563,04092018918,Tropical Smoothie,1051 E BROAD ST,,FUQUAY VARINA,NC,27526-1799,,2022/07/25 04:00:00+00,Restaurant,24288,-78.78150211,35.59449788,M,
3458564,04092018917,Wing It On,1061 E BROAD ST,,FUQUAY VARINA,NC,27526,,2022/07/25 04:00:00+00,Restaurant,24289,-78.78156011,35.59287671,M,
3458565,04092030588,Fyer Wings And Seafood (WCID #787),1155 Timber  DR E ,,GARNER,NC,27529,(919) 492-0606,2022/07/28 04:00:00+00,Mobile Food Units,24294,-78.57544624,35.68894411,M,
3458566,04092018920,Brier Creek Beer Garden,8521 Brier Creek PKY ,STE 101,RALEIGH,NC,27617,(919) 748-3900,2022/07/29 04:00:00+00,Restaurant,24299,-78.78334835,35.9068519,M,
3458567,04092018921,Firehouse Subs #178,10251 Little Brier Creek LN ,STE 109,RALEIGH,NC,27617,(919) 806-3900,2022/07/29 04:00:00+00,Restaurant,24302,-78.785168,35.91133298,M,
3458568,04092018919,ACME Pizza Co Morrisville,2101 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 650-2902,2022/07/29 04:00:00+00,Restaurant,24303,-78.84652233,35.821117,M,
3458569,00409205003,Sure Promise School Kitchen,4301 PEARL RD ,,RALEIGH,NC,27610,(919) 890-5639,2022/07/29 04:00:00+00,Private School Lunchrooms,24305,-78.56025883,35.72403543,M,
3458570,04092160092,Raleigh Oaks Behavioral Health Dining,3200  Waterfield DR ,,GARNER,NC,27529,(919) 504-1333,2022/08/02 04:00:00+00,Institutional Food Service,24308,-78.56102093,35.67811577,M,
3458571,04092025449,The Salty Reef,706 Money  CT ,,KNIGHTDALE,NC,27545,(919) 244-1682,2022/08/02 04:00:00+00,Food Stand,24311,-78.47298186,35.79888799,M,
3458572,04092018923,Marco's Pizza #8400,9906 Chapel Hill RD ,,MORRISVILLE,NC,27560,(919) 380-0044,2022/08/05 04:00:00+00,Restaurant,24316,-78.820634,35.81480892,M,
3458573,04092018924,Yindee,10970 Chapel Hill RD ,STE 106,MORRISVILLE,NC,27560,(919) 237-3023,2022/08/05 04:00:00+00,Restaurant,24317,-78.8405695,35.85637857,M,
